manufacturer_id,manufacturer_name,revenue_million,profit_margin_percent,operational_efficiency,compliance_score,customer_rating,debt_to_equity_ratio,sustainability_index,innovation_index,delivery_timeliness,after_sales_service_rating,defect_rate_percent,capacity_utilization,on_time_delivery_rate,warranty_claim_rate,regulatory_violation_count,certifications_count,contract_breach_count,legal_dispute_count,region_risk_index,market_share_percent,employee_count,training_hours_per_employee,it_system_maturity,supplier_diversity,supply_chain_resilience,carbon_intensity,renewable_energy_ratio,it_incident_rate,data_quality_score,digitization_level,average_lead_time_days,currency_volatility_index,partnership_years,trust_score,trust_status
97,Manufacturer_97,266.139,22.67,0.71,77.57,3.137,0.53,96.213,96.199,4.325,2.242,5.69,55.674,63.88,4.39,3,18,4,1,99.434,10.69,1295,14.288,2.596,8.097,80.994,362.791,38.05,5.94,91.185,31.196,20,73.163,17,0.481,FAIR
98,Manufacturer_98,219.495,26.62,0.8,23.846,2.125,2.62,42.203,34.712,80.972,2.434,9.65,82.333,64.41,1.46,7,19,0,1,54.828,5.18,2138,57.055,1.574,18.799,62.866,440.213,18.51,4.38,64.707,22.762,11,25.887,5,0.569,FAIR
99,Manufacturer_99,22.455,12.24,0.97,89.781,4.56,0.29,42.373,25.181,0.564,2.16,3.26,56.49,86.23,4.82,5,8,0,2,7.762,10.08,3702,49.009,4.164,30.191,31.636,42.528,57.28,5.34,76.29,20.702,42,26.337,27,0.609,GOOD
100,Manufacturer_100,62.867,10.04,0.6,72.622,3.463,2.96,4.577,41.174,46.378,4.134,0.44,76.644,83.3,1.99,1,12,2,0,11.81,4.91,3063,43.709,2.37,92.459,76.08,193.962,28.79,4.58,84.906,34.745,6,53.243,10,0.724,EXCELLENT
101,Manufacturer_101,25.4,34.16,0.95,44.835,3.798,1.26,89.038,41.418,9.197,4.493,9.21,98.008,72.81,2.23,6,14,2,1,59.031,3.38,776,61.927,1.257,9.028,77.765,183.421,64.14,7.32,65.612,99.955,38,34.658,29,0.51,FAIR
102,Manufacturer_102,321.841,23.53,0.53,34.98,4.196,0.59,92.912,45.853,4.48,2.493,1.99,92.484,69.72,2.51,2,12,3,1,55.507,4.5,827,35.357,4.13,4.468,55.701,97.659,97.9,5.7,90.779,49.883,58,32.363,14,0.423,FAIR
103,Manufacturer_103,164.034,34.44,0.65,29.296,3.965,2.81,81.314,68.854,93.466,2.976,7.52,90.18,60.03,1.98,2,10,0,1,41.37,12.35,2415,29.005,1.506,13.727,0.902,418.17,91.63,7.37,93.599,98.311,14,13.318,28,0.654,GOOD
104,Manufacturer_104,259.2,15.13,0.64,24.019,4.193,0.23,10.635,86.795,82.54,3.437,2.12,51.612,66.36,2.92,8,17,1,0,60.571,14.28,1330,82.652,4.343,49.261,26.775,115.347,1.11,1.56,75.529,98.623,43,13.258,4,0.473,FAIR
105,Manufacturer_105,454.708,26.09,0.81,80.328,4.287,1.46,90.022,5.731,39.488,2.428,8.31,56.307,83.02,3.28,0,14,0,2,9.799,4.95,2994,30.275,1.77,79.449,2.961,14.033,72.94,4.49,73.512,35.007,48,85.415,15,0.738,EXCELLENT
106,Manufacturer_106,132.153,11.68,0.57,38.867,3.767,2.33,2.396,49.077,45.859,3.249,9.07,87.255,82.26,0.94,2,13,3,0,12.27,7.16,3789,28.145,2.399,97.926,18.007,456.412,10.14,0.06,66.211,93.232,6,89.889,29,0.595,FAIR
107,Manufacturer_107,211.088,12.84,0.94,21.94,3.097,1.02,44.457,41.398,86.811,4.9,1.14,83.83,89.46,4.17,5,13,1,1,29.129,4.81,1629,26.809,3.519,29.559,26.794,383.495,41.99,7.93,52.461,67.483,54,85.539,29,0.637,GOOD
108,Manufacturer_108,380.22,20.36,0.91,51.782,2.729,1.63,50.062,1.088,79.684,4.157,1.56,57.48,61.32,3.34,2,13,0,2,82.43,3.34,4036,64.366,1.778,57.651,17.473,68.379,33.14,6.49,74.133,28.281,12,40.835,18,0.678,GOOD
109,Manufacturer_109,122.111,14.59,0.83,58.609,4.709,2.13,83.4,81.649,69.162,2.501,9.26,65.735,91.8,3.75,3,2,1,2,23.952,1.57,2505,53.854,2.637,65.008,27.867,163.274,70.7,1.75,51.297,1.184,45,80.485,8,0.68,GOOD
110,Manufacturer_110,47.72,10.03,0.73,33.538,4.91,2.86,75.086,10.431,53.657,2.296,7.73,78.912,83.27,4.71,4,3,1,1,73.753,5.3,4545,58.381,1.395,90.726,88.247,197.706,54.39,7.71,52.334,98.7,12,51.791,8,0.409,FAIR
111,Manufacturer_111,151.978,12.89,0.97,23.524,3.073,0.4,79.71,11.475,60.782,3.335,0.49,71.532,70.92,4.07,2,8,1,0,57.855,8.73,2237,61.455,1.526,72.971,65.285,105.148,42.71,0.36,81.422,57.247,17,59.807,8,0.58,FAIR
112,Manufacturer_112,88.998,6.07,0.92,35.13,2.337,0.56,86.79,4.83,39.336,4.964,1.9,67.366,77.42,3.12,6,12,0,0,34.208,8.06,4267,20.897,4.14,13.527,85.054,279.677,88.82,6.81,63.865,24.916,35,56.483,21,0.552,FAIR
113,Manufacturer_113,465.552,26.13,0.75,74.328,2.668,1.58,47.607,20.042,52.81,4.38,4.18,46.007,91.97,1.59,7,9,4,0,12.599,1.83,3500,50.703,3.808,64.693,63.061,441.253,88.41,7.2,90.297,67.515,23,36.438,22,0.697,GOOD
114,Manufacturer_114,405.979,19.76,0.85,26.579,4.012,1.31,78.025,17.682,53.97,2.879,8.66,66.098,79.43,3.02,2,9,2,0,72.821,11.68,1108,69.468,3.246,60.733,85.979,237.175,49.93,0.26,53.817,8.981,46,77.029,10,0.575,FAIR
115,Manufacturer_115,320.368,7.83,0.78,64.403,2.519,1.29,6.803,34.787,86.484,2.079,1.6,99.53,88.32,0.39,9,6,1,2,43.495,9.38,2691,25.3,4.246,37.169,50.25,45.15,6.98,4.47,98.711,4.67,27,22.482,29,0.73,EXCELLENT
116,Manufacturer_116,437.016,10.15,0.79,31.713,4.34,0.96,44.455,65.927,21.865,3.234,7.27,60.516,76.3,3.14,2,4,1,2,60.791,5.68,4912,36.08,4.612,35.336,39.035,493.783,14.64,4.7,71.829,99.446,34,59.718,7,0.561,FAIR
117,Manufacturer_117,403.799,8.08,0.67,35.655,4.769,1.73,3.013,5.429,24.662,2.482,0.93,81.64,81.85,2.22,3,3,3,0,44.564,12.62,2941,37.515,3.678,89.537,52.751,168.76,47.41,4.83,92.966,31.767,9,1.616,22,0.651,GOOD
118,Manufacturer_118,101.419,23.38,0.73,51.446,4.891,2.66,91.532,86.028,21.094,2.541,4.72,70.348,93.31,3.5,0,5,4,1,69.036,7.69,1151,73.767,4.722,11.31,29.261,27.561,44.15,4.01,60.853,1.219,53,88.916,15,0.526,FAIR
119,Manufacturer_119,447.354,7.83,0.54,28.066,2.028,0.57,95.841,32.658,57.917,2.487,7.32,87.683,79.87,1.48,9,4,2,1,5.572,3.2,3436,14.314,1.402,43.058,62.858,366.331,95.86,2.47,72.406,60.369,57,56.801,18,0.467,FAIR
120,Manufacturer_120,274.278,27.63,0.68,33.856,4.874,0.72,8.394,60.661,69.516,4.159,0.74,84.896,82.52,3.13,5,5,4,0,4.875,13.82,3163,82.989,2.314,76.53,46.581,149.97,0.22,3.91,95.972,44.737,15,28.556,28,0.68,GOOD
121,Manufacturer_121,405.646,5.62,0.85,47.916,4.221,2.05,53.263,1.201,23.85,2.108,2.12,96.664,76.89,4.01,5,14,0,2,26.286,7.13,1804,70.61,3.476,73.034,86.454,402.908,98.25,6.0,53.452,28.715,45,8.283,5,0.585,FAIR
122,Manufacturer_122,449.085,12.48,0.98,46.374,2.252,0.26,32.514,36.581,67.696,3.694,7.94,79.044,67.63,0.61,5,15,3,1,80.043,5.58,3750,34.217,2.052,18.001,5.843,25.236,15.44,9.28,52.39,19.013,13,16.921,14,0.581,FAIR
123,Manufacturer_123,165.822,31.72,0.98,79.942,3.246,2.05,34.253,0.205,62.809,4.258,1.72,96.866,98.94,3.42,8,3,4,0,42.665,12.81,4245,70.771,3.578,48.792,69.572,48.148,17.3,6.3,77.27,3.033,52,91.19,23,0.645,GOOD
124,Manufacturer_124,63.925,26.56,0.78,25.983,4.1,1.01,45.07,16.546,32.108,2.469,6.71,42.493,60.82,4.85,7,19,1,0,97.697,11.02,4025,74.203,4.693,87.592,20.547,77.268,51.46,3.01,58.077,11.728,43,25.949,7,0.424,FAIR
125,Manufacturer_125,121.688,7.19,0.8,88.836,4.87,1.14,12.507,44.785,22.982,4.679,6.46,64.409,64.97,4.39,1,17,4,1,78.063,4.29,4173,45.789,2.031,10.13,76.5,141.782,28.49,6.24,83.354,38.81,53,16.8,14,0.662,GOOD
126,Manufacturer_126,219.283,29.63,0.59,85.299,2.492,1.28,18.077,53.509,88.181,2.234,5.25,80.515,88.51,0.81,8,14,2,0,61.202,3.34,2673,28.455,3.558,5.655,90.012,78.831,20.92,0.04,75.292,95.04,12,84.09,22,0.704,EXCELLENT
127,Manufacturer_127,410.827,19.79,0.85,81.279,2.383,1.11,57.737,15.293,56.967,4.048,2.1,68.818,89.63,2.29,2,11,0,0,25.733,4.25,887,91.741,4.379,29.477,45.283,199.136,70.23,1.22,80.112,3.7,22,57.657,11,0.782,EXCELLENT
128,Manufacturer_128,431.758,30.4,0.54,44.75,3.417,2.54,1.876,74.522,70.39,2.516,4.23,95.931,66.26,1.27,8,15,4,1,26.397,4.91,4379,82.493,3.131,21.627,35.053,427.582,42.49,2.06,97.324,14.282,24,10.608,1,0.634,GOOD
129,Manufacturer_129,13.407,23.02,0.64,85.831,4.904,2.84,59.98,18.9,92.534,4.418,6.26,48.43,85.35,0.45,1,12,1,2,34.038,4.92,3815,59.589,4.825,88.991,53.636,102.549,52.75,9.09,98.16,83.455,37,3.886,11,0.807,EXCELLENT
130,Manufacturer_130,260.266,25.45,0.83,34.624,4.914,1.69,31.892,11.585,20.54,3.714,8.83,68.813,95.4,3.97,5,4,2,2,84.735,7.6,3721,18.151,1.977,29.798,83.027,165.84,13.1,4.27,87.714,90.979,20,28.558,18,0.477,FAIR
131,Manufacturer_131,214.531,34.81,0.66,29.953,2.684,1.79,83.221,33.342,35.055,3.768,8.0,91.371,92.01,4.17,5,12,1,0,79.862,9.12,3450,33.95,2.394,37.92,43.557,220.299,13.83,4.93,61.315,19.02,15,99.278,11,0.552,FAIR
132,Manufacturer_132,118.833,11.97,0.52,23.597,2.958,0.3,60.001,55.143,43.445,3.038,6.11,85.447,60.18,3.31,9,9,2,1,73.509,3.92,4271,57.752,1.125,28.808,67.312,350.727,43.45,4.75,81.769,13.59,12,75.489,18,0.382,FAIR
133,Manufacturer_133,68.734,23.72,0.92,95.145,4.724,2.17,70.809,98.89,23.289,2.85,2.36,87.473,61.61,0.55,8,14,2,2,52.509,6.62,2456,49.965,1.717,15.499,98.031,354.569,96.8,3.97,68.924,3.447,34,93.749,9,0.748,EXCELLENT
134,Manufacturer_134,175.431,18.81,0.66,44.641,4.205,1.79,11.443,41.872,84.042,3.39,2.25,67.745,78.66,0.48,1,10,3,2,36.968,10.24,4122,72.0,1.657,27.902,31.778,240.576,10.12,6.54,90.835,23.116,29,45.487,12,0.62,GOOD
135,Manufacturer_135,472.026,6.18,0.53,93.409,4.917,0.25,26.586,42.6,8.34,4.273,8.16,60.306,74.08,2.84,9,3,3,2,73.581,6.83,4410,96.004,3.921,0.468,4.693,331.237,8.66,3.35,88.805,84.516,10,72.879,27,0.582,FAIR
136,Manufacturer_136,168.369,5.43,0.54,41.809,4.679,0.68,99.667,5.933,23.916,2.505,6.68,70.38,63.73,4.52,1,18,3,1,33.266,8.57,4149,63.01,3.353,73.899,59.36,110.458,5.59,5.66,58.815,48.756,26,90.633,28,0.412,FAIR
137,Manufacturer_137,264.207,8.58,0.63,92.605,2.645,0.69,43.365,76.582,19.103,4.449,3.64,52.065,67.71,0.96,8,1,4,2,77.578,0.95,3578,34.526,4.703,89.596,7.336,329.772,2.42,6.89,68.835,17.837,51,32.734,8,0.644,GOOD
138,Manufacturer_138,354.479,24.47,0.59,92.314,4.279,0.6,35.887,18.178,95.339,3.44,9.72,78.481,97.72,3.19,1,12,3,1,15.173,12.08,2997,34.341,1.132,28.929,85.452,228.502,92.56,0.44,50.524,2.839,18,82.789,7,0.687,GOOD
139,Manufacturer_139,188.179,22.01,0.89,93.894,2.146,2.01,87.386,74.48,62.735,3.357,8.91,87.187,74.72,2.55,4,14,1,0,62.559,6.1,4155,94.718,3.619,5.362,34.675,424.45,0.4,2.01,68.186,84.884,59,23.077,26,0.538,FAIR
140,Manufacturer_140,486.173,21.6,0.66,59.692,4.453,2.79,3.307,91.062,71.622,2.05,6.75,44.308,68.85,1.36,2,4,1,0,9.837,12.73,2164,48.425,1.287,19.447,78.031,24.26,37.48,8.39,55.933,79.051,28,52.353,8,0.676,GOOD
141,Manufacturer_141,481.599,5.96,0.9,89.276,3.805,2.31,53.477,76.822,10.842,2.373,3.76,75.945,66.48,2.16,4,4,1,0,55.665,6.54,1839,54.071,2.797,10.631,63.398,438.414,67.05,0.0,98.666,6.737,11,82.352,29,0.607,GOOD
142,Manufacturer_142,133.373,19.08,0.59,96.061,4.868,1.48,21.026,64.245,19.401,3.296,3.16,74.526,83.61,2.32,9,10,3,1,9.861,8.93,1444,24.071,3.218,61.221,57.465,18.314,94.4,1.44,74.434,77.678,32,7.798,23,0.709,EXCELLENT
143,Manufacturer_143,253.652,32.74,0.75,45.969,4.88,1.27,36.815,60.392,80.989,4.944,9.4,55.844,78.58,0.84,0,4,0,1,89.617,1.92,558,44.594,3.298,77.898,93.991,318.549,38.22,2.71,58.516,73.753,18,71.331,18,0.727,EXCELLENT
144,Manufacturer_144,157.43,16.93,0.84,53.51,2.152,1.22,19.978,45.363,56.773,2.75,4.49,99.722,73.65,0.96,3,1,1,1,40.341,7.67,2840,45.868,1.984,61.599,14.981,365.134,35.12,4.88,83.364,98.648,51,52.378,18,0.562,FAIR
145,Manufacturer_145,149.572,23.75,0.83,77.539,2.482,1.84,3.782,14.454,4.512,2.031,8.02,69.987,74.73,3.39,4,3,2,1,63.42,4.9,4002,92.577,3.318,29.797,68.729,227.73,63.64,9.15,95.196,8.731,49,96.081,26,0.49,FAIR
146,Manufacturer_146,28.075,28.39,0.8,44.029,3.453,1.14,41.651,77.884,56.567,3.308,9.4,93.28,68.09,0.72,1,15,0,1,34.176,3.89,2061,79.956,3.585,68.7,65.894,204.761,44.56,5.26,84.593,25.171,27,81.725,20,0.649,GOOD
147,Manufacturer_147,308.687,28.52,0.96,80.305,4.638,0.76,78.92,47.732,47.539,2.048,4.97,51.422,89.86,3.92,0,3,1,1,54.348,13.69,1917,33.385,4.822,78.62,75.592,13.226,54.48,7.15,75.247,60.947,21,84.476,20,0.693,GOOD
148,Manufacturer_148,256.313,20.58,0.61,25.911,4.443,1.85,95.195,62.565,15.369,3.009,6.57,84.931,89.95,4.25,9,11,2,0,71.95,5.81,4397,72.967,4.098,24.026,20.541,63.087,98.84,9.86,85.468,27.18,37,25.266,27,0.546,FAIR
149,Manufacturer_149,35.225,30.74,0.75,61.88,4.893,1.23,62.385,37.402,59.294,3.062,0.95,44.758,61.3,0.66,1,4,0,0,34.186,12.45,3801,35.7,3.424,90.791,27.147,484.654,41.68,6.04,57.284,7.803,56,85.687,18,0.752,EXCELLENT
150,Manufacturer_150,146.537,16.74,0.94,29.785,3.854,0.14,38.884,20.072,17.382,2.007,6.56,44.087,68.61,4.73,6,15,3,2,21.26,12.4,3362,19.175,1.238,0.368,1.757,228.94,13.93,3.44,92.355,60.806,34,28.8,7,0.507,FAIR
151,Manufacturer_151,455.05,31.66,0.54,43.466,2.77,0.16,76.986,80.651,81.145,4.339,2.23,51.528,62.46,4.89,0,1,3,1,69.388,11.54,3040,84.06,4.632,41.266,69.535,97.708,87.81,7.49,67.821,64.526,8,31.741,13,0.51,FAIR
152,Manufacturer_152,127.385,12.21,0.53,40.69,2.075,0.89,50.522,34.24,61.849,4.739,6.74,84.237,63.51,0.36,7,8,1,1,12.857,10.27,2258,47.036,1.646,16.571,94.218,474.232,61.08,4.19,80.383,87.804,47,74.601,10,0.586,FAIR
153,Manufacturer_153,80.998,13.41,0.62,87.115,2.669,1.59,36.762,86.668,87.131,4.996,1.1,99.818,98.29,0.12,9,8,1,0,82.45,5.48,4021,10.195,1.795,73.649,44.505,104.122,23.81,7.12,65.921,17.453,52,14.899,7,0.813,EXCELLENT
154,Manufacturer_154,249.832,6.59,0.82,35.481,4.026,1.13,17.909,96.572,42.467,3.526,5.0,88.658,78.2,4.75,8,16,4,1,55.626,7.13,3511,35.537,3.818,78.426,45.874,289.87,69.48,5.55,96.088,31.047,12,96.544,6,0.456,FAIR
155,Manufacturer_155,492.969,28.87,0.63,84.676,4.779,0.17,79.613,82.999,51.192,2.92,5.26,65.482,67.98,0.54,5,7,4,0,14.425,14.6,3064,80.903,3.724,39.154,1.443,136.76,3.29,7.18,65.395,54.681,15,21.238,18,0.72,EXCELLENT
156,Manufacturer_156,128.607,17.51,0.6,83.517,2.963,0.75,50.043,12.814,76.058,4.152,4.89,78.615,98.62,1.42,1,4,3,0,46.613,3.29,198,26.628,4.204,85.307,68.152,201.408,1.37,6.6,74.091,92.89,18,7.938,20,0.728,EXCELLENT
157,Manufacturer_157,339.346,11.87,0.73,59.911,4.627,0.38,96.38,85.501,54.628,4.209,7.59,68.477,79.04,2.42,0,5,4,2,35.658,9.85,2855,61.141,3.164,6.491,33.482,225.352,58.21,9.91,57.824,53.159,25,5.809,22,0.659,GOOD
158,Manufacturer_158,383.194,11.95,0.81,38.707,3.185,2.85,80.191,51.936,57.198,3.138,7.57,54.845,87.41,0.88,8,10,0,2,15.737,11.22,3119,70.248,3.165,18.793,19.407,127.804,76.58,9.68,53.228,65.295,9,11.878,14,0.535,FAIR
159,Manufacturer_159,126.442,32.04,0.62,38.152,2.925,1.01,42.002,24.141,55.334,3.697,7.09,76.952,98.29,2.14,3,19,2,0,3.89,2.55,2810,71.593,2.272,53.688,54.576,26.342,11.45,3.61,81.689,92.287,44,51.43,17,0.64,GOOD
160,Manufacturer_160,366.826,30.02,0.65,57.194,3.527,0.14,74.085,9.316,49.132,4.465,6.35,71.777,97.19,4.64,4,12,0,2,44.733,7.5,1643,10.751,4.243,69.962,68.019,352.817,94.53,5.15,94.116,43.145,13,34.489,18,0.575,FAIR
161,Manufacturer_161,190.214,21.61,0.81,20.705,3.327,2.02,45.339,27.851,80.57,2.568,9.05,72.266,98.58,4.45,7,1,4,1,65.153,2.2,2894,52.895,3.27,98.379,84.519,249.004,51.8,7.52,76.565,68.711,23,50.222,16,0.492,FAIR
162,Manufacturer_162,319.83,23.48,0.97,62.508,4.741,0.77,7.987,13.743,48.521,2.061,5.8,43.804,93.58,0.86,4,2,4,0,88.8,8.0,3145,41.03,3.804,74.483,33.314,400.497,32.98,8.13,67.295,4.721,19,45.45,23,0.666,GOOD
163,Manufacturer_163,320.43,19.23,0.84,96.222,3.405,1.74,51.668,2.564,90.079,3.619,3.55,47.263,88.03,4.73,0,2,0,1,33.299,8.69,3874,60.426,2.246,17.515,26.165,416.789,18.97,1.1,56.788,11.145,58,73.05,24,0.761,EXCELLENT
164,Manufacturer_164,272.53,16.75,0.89,32.377,2.832,0.54,86.573,98.776,80.862,3.993,0.69,69.982,68.37,3.58,3,19,1,2,30.44,2.56,3090,25.187,2.531,22.26,69.778,154.44,43.68,7.06,51.242,38.098,48,50.443,8,0.669,GOOD
165,Manufacturer_165,54.242,32.46,0.68,65.868,4.528,2.95,85.544,83.154,69.244,3.725,5.4,61.523,67.31,4.86,6,4,3,2,52.942,7.57,1965,22.879,1.25,38.203,83.912,46.548,54.62,7.19,73.176,80.571,49,99.371,3,0.553,FAIR
166,Manufacturer_166,419.298,8.77,0.64,96.942,4.996,2.91,57.497,73.895,89.866,3.789,2.35,65.5,74.1,0.97,7,8,0,2,56.768,1.23,2904,80.56,1.27,99.998,6.691,483.278,21.65,0.92,67.816,81.28,31,96.476,9,0.768,EXCELLENT
167,Manufacturer_167,167.182,17.55,0.73,88.842,3.945,2.0,38.002,19.301,53.709,3.179,3.93,63.403,96.02,0.42,1,15,1,0,14.229,13.62,1523,42.304,1.411,79.892,62.744,465.265,55.98,5.68,54.195,5.548,35,86.277,5,0.769,EXCELLENT
168,Manufacturer_168,101.394,15.34,0.9,88.03,2.751,2.15,1.01,2.774,82.184,3.954,0.59,82.685,69.88,2.13,5,16,0,2,7.515,14.96,213,14.176,2.061,7.013,96.698,169.552,37.65,7.83,63.171,12.034,39,59.805,3,0.811,EXCELLENT
169,Manufacturer_169,29.98,19.94,0.73,85.748,2.716,1.34,31.141,48.52,24.182,2.128,6.44,50.714,68.4,4.95,5,15,3,2,17.81,14.59,1257,94.562,2.452,90.748,78.483,259.43,2.53,5.32,71.378,35.956,33,65.028,2,0.598,FAIR
170,Manufacturer_170,299.538,18.73,0.92,44.722,2.173,2.89,98.981,74.169,7.298,2.454,8.88,96.528,83.04,2.33,3,19,4,1,61.414,8.65,3616,72.692,2.137,61.819,6.325,366.386,89.71,8.98,72.358,20.836,46,32.012,28,0.467,FAIR
171,Manufacturer_171,342.007,20.57,0.99,91.249,2.232,1.33,72.649,96.284,68.5,3.334,3.32,68.224,69.26,3.26,4,15,2,2,39.085,14.0,4428,97.791,4.429,93.764,2.638,446.098,3.56,8.56,72.373,14.545,42,11.773,23,0.755,EXCELLENT
172,Manufacturer_172,18.128,9.2,0.54,95.307,4.745,0.79,71.759,84.388,30.161,4.829,8.07,60.423,83.18,2.73,3,10,1,1,9.394,8.56,2835,12.1,2.023,19.461,47.484,155.032,32.15,4.76,96.895,5.72,44,5.919,12,0.699,GOOD
173,Manufacturer_173,260.926,20.39,0.52,59.663,2.289,0.43,76.108,89.35,63.46,3.933,1.35,41.271,86.06,4.49,9,16,3,2,78.144,13.93,2147,50.869,2.042,93.598,55.799,67.707,64.97,4.65,92.025,52.362,35,12.098,29,0.493,FAIR
174,Manufacturer_174,120.983,12.27,0.57,48.366,3.453,0.7,62.011,23.866,7.739,3.066,7.26,61.307,74.16,4.36,7,15,3,2,63.397,6.45,973,56.282,4.771,54.149,2.776,225.197,90.26,1.22,53.306,98.707,32,59.274,29,0.474,FAIR
175,Manufacturer_175,326.135,10.53,0.69,53.138,4.094,1.76,58.586,15.533,95.565,3.374,0.89,77.545,78.17,4.81,8,17,4,0,83.511,14.71,182,46.729,2.257,94.875,80.296,267.281,22.61,3.14,72.241,15.747,35,36.381,16,0.697,GOOD
176,Manufacturer_176,95.44,6.95,0.57,46.737,4.551,0.81,45.362,24.778,51.511,4.537,2.66,87.836,78.69,3.09,0,4,1,0,30.579,14.53,1333,36.774,1.386,63.718,66.002,29.803,98.68,2.88,66.946,31.571,53,28.615,5,0.693,GOOD
177,Manufacturer_177,348.559,27.88,0.94,36.993,2.514,2.0,44.393,13.858,0.953,3.627,3.67,83.92,64.82,2.85,7,17,2,1,56.731,13.99,4742,15.502,1.798,13.328,37.118,437.221,50.45,9.7,76.908,7.119,10,35.508,28,0.518,FAIR
178,Manufacturer_178,199.5,17.82,0.51,69.476,3.313,1.21,87.085,79.848,47.608,2.144,1.65,74.393,64.5,0.41,7,10,2,1,70.513,7.97,4517,27.843,2.67,94.184,94.078,179.543,28.31,3.1,59.802,66.995,10,14.692,26,0.585,FAIR
179,Manufacturer_179,468.998,23.8,0.66,65.008,2.754,2.67,39.346,90.304,78.972,3.251,1.93,66.165,65.94,1.61,9,10,1,1,91.972,11.32,379,65.155,3.262,11.772,86.362,79.407,62.51,2.82,79.191,29.252,33,56.113,22,0.625,GOOD
180,Manufacturer_180,77.385,26.83,0.59,57.007,2.767,1.72,84.029,30.734,86.522,3.164,7.02,71.527,90.28,1.86,8,8,3,2,5.235,2.35,1403,18.709,4.711,84.742,28.402,101.2,4.09,4.17,91.154,89.117,52,23.439,8,0.644,GOOD
181,Manufacturer_181,177.123,25.38,0.97,27.668,2.912,1.91,83.773,87.693,46.126,4.7,1.05,97.708,90.71,2.57,6,10,4,0,91.785,12.48,1288,31.357,2.096,37.55,65.385,420.662,17.52,1.22,53.037,14.612,30,25.11,4,0.605,GOOD
182,Manufacturer_182,65.602,19.12,0.83,83.751,3.761,1.71,77.09,5.504,12.594,2.916,9.35,97.966,77.18,0.7,5,10,0,0,18.836,9.35,4707,21.22,4.198,22.577,74.373,23.755,69.77,4.13,94.335,30.045,41,72.073,17,0.66,GOOD
183,Manufacturer_183,463.1,16.64,0.96,33.995,2.05,2.67,3.764,67.736,90.617,2.194,7.71,88.197,61.08,2.73,7,2,3,2,40.587,5.97,3787,67.712,2.603,70.651,94.905,84.02,55.87,1.85,51.715,26.465,29,53.917,17,0.54,FAIR
184,Manufacturer_184,439.896,16.28,0.99,29.165,3.226,0.28,14.797,52.749,98.117,3.064,3.63,50.01,60.55,1.39,4,4,1,0,12.593,14.68,1595,81.777,2.403,96.612,80.834,356.616,40.03,1.99,99.994,10.498,44,77.944,22,0.636,GOOD
185,Manufacturer_185,136.391,24.2,0.75,69.846,2.56,0.3,31.471,27.674,6.319,2.132,6.32,96.053,98.37,4.85,1,4,4,1,88.233,2.42,758,44.646,1.133,8.893,67.343,86.674,30.03,7.69,96.904,79.287,53,88.968,5,0.559,FAIR
186,Manufacturer_186,333.392,19.84,0.62,51.892,4.901,2.14,84.753,76.82,7.807,4.497,7.22,78.873,69.15,1.11,3,10,1,0,27.672,13.03,4915,75.865,1.139,88.116,91.858,268.602,80.06,2.69,66.074,70.673,57,57.646,27,0.535,FAIR
187,Manufacturer_187,410.439,30.47,0.6,24.785,3.748,2.33,87.326,21.205,56.559,3.771,5.99,68.668,66.72,0.95,1,6,0,2,60.612,3.88,3467,37.698,1.899,86.997,52.646,144.158,23.42,8.25,72.085,50.268,58,4.394,23,0.545,FAIR
188,Manufacturer_188,282.048,31.24,0.61,48.445,4.604,1.36,4.156,41.615,53.39,3.408,6.22,73.686,63.39,2.62,4,2,2,0,47.172,12.15,293,56.735,3.568,20.225,40.354,99.196,96.88,7.75,98.875,48.726,59,92.268,25,0.506,FAIR
189,Manufacturer_189,269.529,10.12,0.85,81.742,2.587,1.12,32.472,70.986,58.865,3.08,9.17,68.585,87.98,4.64,3,14,2,1,87.685,14.99,2549,55.554,1.704,71.961,22.749,38.668,25.24,9.06,78.067,43.331,52,56.337,26,0.629,GOOD
190,Manufacturer_190,128.508,9.09,0.52,69.22,4.43,0.91,85.038,33.823,31.711,3.253,8.82,68.692,89.1,0.64,3,13,1,2,3.989,6.94,1938,67.699,4.287,50.883,20.225,177.227,88.66,4.94,94.401,94.544,19,20.372,24,0.661,GOOD
191,Manufacturer_191,55.62,23.91,0.53,49.023,3.244,0.78,24.969,85.536,5.034,4.364,9.15,65.872,98.33,4.6,8,6,4,0,41.469,12.68,2860,92.136,4.75,75.28,71.753,186.502,23.8,8.9,51.467,76.973,55,99.659,21,0.51,FAIR
192,Manufacturer_192,449.636,14.04,0.8,35.344,2.533,2.74,97.6,86.543,58.035,2.54,8.86,93.751,93.71,0.63,2,11,4,0,25.576,14.65,580,44.938,4.457,25.092,57.773,196.096,18.89,3.38,60.321,94.692,46,15.004,6,0.58,FAIR
193,Manufacturer_193,451.205,5.56,0.82,70.544,4.284,0.96,48.93,20.253,15.145,2.214,6.89,67.35,61.0,0.94,5,19,2,2,25.879,13.25,934,84.7,2.794,36.036,84.502,393.16,95.57,7.94,92.674,9.523,40,3.267,5,0.556,FAIR
194,Manufacturer_194,320.22,31.66,0.83,91.004,4.286,1.98,93.731,44.039,34.126,3.685,4.97,53.209,92.54,0.88,6,14,3,1,53.169,6.09,4822,14.724,3.413,35.899,71.557,415.336,19.5,8.1,71.957,12.813,32,61.793,26,0.8,EXCELLENT
